,cbsa,cbsa_short,report_date,weekday,Cases_7_day_count_change,cases_100k,admissions_covid_confirmed_last_7_days,admits_100k,state,lat,lon,total_population_2019
169849,"Sidney, OH","Sidney, OH",2021-08-04,Wednesday,50.0,102.90183165260342,2.0,4.116073266104137,OH,40.3366802,-84.2041425,48590.0
169854,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",2021-01-06,Wednesday,0.0,0.0,44.0,34.942265847111706,AZ,31.8401287,-109.7751627,125922.0
169861,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",2021-01-13,Wednesday,0.0,0.0,55.0,43.67783230888963,AZ,31.8401287,-109.7751627,125922.0
169868,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",2021-01-20,Wednesday,0.0,0.0,46.0,36.530550658344055,AZ,31.8401287,-109.7751627,125922.0
169875,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",2021-01-27,Wednesday,0.0,0.0,37.0,29.38326900779848,AZ,31.8401287,-109.7751627,125922.0
169882,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",2021-02-03,Wednesday,0.0,0.0,38.0,30.177411413414653,AZ,31.8401287,-109.7751627,125922.0
169889,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",2021-02-10,Wednesday,0.0,0.0,35.0,27.794984196566126,AZ,31.8401287,-109.7751627,125922.0
169896,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",2021-02-17,Wednesday,0.0,0.0,25.0,19.853560140404376,AZ,31.8401287,-109.7751627,125922.0
169903,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",2021-02-24,Wednesday,0.0,0.0,17.0,13.500420895474976,AZ,31.8401287,-109.7751627,125922.0
169910,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",2021-03-03,Wednesday,0.0,0.0,11.0,8.735566461777927,AZ,31.8401287,-109.7751627,125922.0
169917,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",2021-03-10,Wednesday,0.0,0.0,11.0,8.735566461777927,AZ,31.8401287,-109.7751627,125922.0
169924,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",2021-03-17,Wednesday,0.0,0.0,10.0,7.941424056161751,AZ,31.8401287,-109.7751627,125922.0
169931,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",2021-03-24,Wednesday,0.0,0.0,20.0,15.882848112323503,AZ,31.8401287,-109.7751627,125922.0
169938,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",2021-03-31,Wednesday,0.0,0.0,16.0,12.706278489858802,AZ,31.8401287,-109.7751627,125922.0
169945,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",2021-04-07,Wednesday,0.0,0.0,12.0,9.5297088673941,AZ,31.8401287,-109.7751627,125922.0
169952,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",2021-04-14,Wednesday,0.0,0.0,13.0,10.323851273010277,AZ,31.8401287,-109.7751627,125922.0
169959,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",2021-04-21,Wednesday,0.0,0.0,14.0,11.117993678626451,AZ,31.8401287,-109.7751627,125922.0
169966,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",2021-04-28,Wednesday,0.0,0.0,12.0,9.5297088673941,AZ,31.8401287,-109.7751627,125922.0
169973,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",2021-05-05,Wednesday,0.0,0.0,9.0,7.147281650545576,AZ,31.8401287,-109.7751627,125922.0
169980,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",2021-05-12,Wednesday,0.0,0.0,10.0,7.941424056161751,AZ,31.8401287,-109.7751627,125922.0
169987,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",2021-05-19,Wednesday,0.0,0.0,4.0,3.1765696224647004,AZ,31.8401287,-109.7751627,125922.0
169994,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",2021-05-26,Wednesday,0.0,0.0,1.0,0.7941424056161751,AZ,31.8401287,-109.7751627,125922.0
170001,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",2021-06-02,Wednesday,0.0,0.0,2.0,1.5882848112323502,AZ,31.8401287,-109.7751627,125922.0
170008,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",2021-06-09,Wednesday,16.0,12.706278489858802,2.0,1.5882848112323502,AZ,31.8401287,-109.7751627,125922.0
170015,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",2021-06-16,Wednesday,33.0,26.206699385333778,1.0,0.7941424056161751,AZ,31.8401287,-109.7751627,125922.0
170022,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",2021-06-23,Wednesday,46.0,36.530550658344055,1.0,0.7941424056161751,AZ,31.8401287,-109.7751627,125922.0
170029,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",2021-06-30,Wednesday,26.0,20.647702546020554,4.0,3.1765696224647004,AZ,31.8401287,-109.7751627,125922.0
170036,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",2021-07-07,Wednesday,17.0,13.500420895474976,2.0,1.5882848112323502,AZ,31.8401287,-109.7751627,125922.0
170043,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",2021-07-14,Wednesday,16.0,12.706278489858802,18.0,14.294563301091152,AZ,31.8401287,-109.7751627,125922.0
170050,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",2021-07-21,Wednesday,50.0,39.70712028080875,16.0,12.706278489858802,AZ,31.8401287,-109.7751627,125922.0
170057,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",2021-07-28,Wednesday,42.0,33.35398103587935,31.0,24.61841457410143,AZ,31.8401287,-109.7751627,125922.0
170064,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",2021-08-04,Wednesday,77.0,61.148965232445484,29.0,23.030129762869077,AZ,31.8401287,-109.7751627,125922.0
170069,"Sikeston, MO","Sikeston, MO",2021-01-06,Wednesday,0.0,0.0,0.0,0.0,MO,37.0477927,-89.5680975,38280.0
170076,"Sikeston, MO","Sikeston, MO",2021-01-13,Wednesday,0.0,0.0,0.0,0.0,MO,37.0477927,-89.5680975,38280.0
170083,"Sikeston, MO","Sikeston, MO",2021-01-20,Wednesday,0.0,0.0,0.0,0.0,MO,37.0477927,-89.5680975,38280.0
170090,"Sikeston, MO","Sikeston, MO",2021-01-27,Wednesday,0.0,0.0,0.0,0.0,MO,37.0477927,-89.5680975,38280.0
170097,"Sikeston, MO","Sikeston, MO",2021-02-03,Wednesday,0.0,0.0,0.0,0.0,MO,37.0477927,-89.5680975,38280.0
170104,"Sikeston, MO","Sikeston, MO",2021-02-10,Wednesday,0.0,0.0,0.0,0.0,MO,37.0477927,-89.5680975,38280.0
170111,"Sikeston, MO","Sikeston, MO",2021-02-17,Wednesday,0.0,0.0,0.0,0.0,MO,37.0477927,-89.5680975,38280.0
170118,"Sikeston, MO","Sikeston, MO",2021-02-24,Wednesday,0.0,0.0,0.0,0.0,MO,37.0477927,-89.5680975,38280.0
170125,"Sikeston, MO","Sikeston, MO",2021-03-03,Wednesday,0.0,0.0,0.0,0.0,MO,37.0477927,-89.5680975,38280.0
170132,"Sikeston, MO","Sikeston, MO",2021-03-10,Wednesday,0.0,0.0,0.0,0.0,MO,37.0477927,-89.5680975,38280.0
170139,"Sikeston, MO","Sikeston, MO",2021-03-17,Wednesday,0.0,0.0,0.0,0.0,MO,37.0477927,-89.5680975,38280.0
170146,"Sikeston, MO","Sikeston, MO",2021-03-24,Wednesday,0.0,0.0,0.0,0.0,MO,37.0477927,-89.5680975,38280.0
170153,"Sikeston, MO","Sikeston, MO",2021-03-31,Wednesday,0.0,0.0,0.0,0.0,MO,37.0477927,-89.5680975,38280.0
170160,"Sikeston, MO","Sikeston, MO",2021-04-07,Wednesday,0.0,0.0,0.0,0.0,MO,37.0477927,-89.5680975,38280.0
170167,"Sikeston, MO","Sikeston, MO",2021-04-14,Wednesday,0.0,0.0,0.0,0.0,MO,37.0477927,-89.5680975,38280.0
170174,"Sikeston, MO","Sikeston, MO",2021-04-21,Wednesday,0.0,0.0,0.0,0.0,MO,37.0477927,-89.5680975,38280.0
170181,"Sikeston, MO","Sikeston, MO",2021-04-28,Wednesday,0.0,0.0,0.0,0.0,MO,37.0477927,-89.5680975,38280.0
170188,"Sikeston, MO","Sikeston, MO",2021-05-05,Wednesday,0.0,0.0,0.0,0.0,MO,37.0477927,-89.5680975,38280.0
170195,"Sikeston, MO","Sikeston, MO",2021-05-12,Wednesday,0.0,0.0,0.0,0.0,MO,37.0477927,-89.5680975,38280.0
170202,"Sikeston, MO","Sikeston, MO",2021-05-19,Wednesday,0.0,0.0,0.0,0.0,MO,37.0477927,-89.5680975,38280.0
170209,"Sikeston, MO","Sikeston, MO",2021-05-26,Wednesday,0.0,0.0,0.0,0.0,MO,37.0477927,-89.5680975,38280.0
170216,"Sikeston, MO","Sikeston, MO",2021-06-02,Wednesday,0.0,0.0,0.0,0.0,MO,37.0477927,-89.5680975,38280.0
170223,"Sikeston, MO","Sikeston, MO",2021-06-09,Wednesday,0.0,0.0,0.0,0.0,MO,37.0477927,-89.5680975,38280.0
170230,"Sikeston, MO","Sikeston, MO",2021-06-16,Wednesday,0.0,0.0,0.0,0.0,MO,37.0477927,-89.5680975,38280.0
170237,"Sikeston, MO","Sikeston, MO",2021-06-23,Wednesday,0.0,0.0,0.0,0.0,MO,37.0477927,-89.5680975,38280.0
170244,"Sikeston, MO","Sikeston, MO",2021-06-30,Wednesday,0.0,0.0,0.0,0.0,MO,37.0477927,-89.5680975,38280.0
170251,"Sikeston, MO","Sikeston, MO",2021-07-07,Wednesday,0.0,0.0,0.0,0.0,MO,37.0477927,-89.5680975,38280.0
170258,"Sikeston, MO","Sikeston, MO",2021-07-14,Wednesday,0.0,0.0,0.0,0.0,MO,37.0477927,-89.5680975,38280.0
170265,"Sikeston, MO","Sikeston, MO",2021-07-21,Wednesday,33.0,86.20689655172414,0.0,0.0,MO,37.0477927,-89.5680975,38280.0
170272,"Sikeston, MO","Sikeston, MO",2021-07-28,Wednesday,48.0,125.39184952978057,0.0,0.0,MO,37.0477927,-89.5680975,38280.0
170279,"Sikeston, MO","Sikeston, MO",2021-08-04,Wednesday,115.0,300.41797283176595,0.0,0.0,MO,37.0477927,-89.5680975,38280.0
170284,"Silver City, NM","Silver City, NM",2021-01-06,Wednesday,0.0,0.0,7.0,25.92784650714868,NM,32.732087,-108.3815043,26998.0
170291,"Silver City, NM","Silver City, NM",2021-01-13,Wednesday,0.0,0.0,3.0,11.111934217349434,NM,32.732087,-108.3815043,26998.0
170298,"Silver City, NM","Silver City, NM",2021-01-20,Wednesday,0.0,0.0,7.0,25.92784650714868,NM,32.732087,-108.3815043,26998.0
170305,"Silver City, NM","Silver City, NM",2021-01-27,Wednesday,0.0,0.0,3.0,11.111934217349434,NM,32.732087,-108.3815043,26998.0
170312,"Silver City, NM","Silver City, NM",2021-02-03,Wednesday,0.0,0.0,2.0,7.4079561448996225,NM,32.732087,-108.3815043,26998.0
170319,"Silver City, NM","Silver City, NM",2021-02-10,Wednesday,0.0,0.0,1.0,3.7039780724498113,NM,32.732087,-108.3815043,26998.0
170326,"Silver City, NM","Silver City, NM",2021-02-17,Wednesday,0.0,0.0,4.0,14.815912289799245,NM,32.732087,-108.3815043,26998.0
170333,"Silver City, NM","Silver City, NM",2021-02-24,Wednesday,0.0,0.0,1.0,3.7039780724498113,NM,32.732087,-108.3815043,26998.0
170340,"Silver City, NM","Silver City, NM",2021-03-03,Wednesday,0.0,0.0,2.0,7.4079561448996225,NM,32.732087,-108.3815043,26998.0
170347,"Silver City, NM","Silver City, NM",2021-03-10,Wednesday,0.0,0.0,1.0,3.7039780724498113,NM,32.732087,-108.3815043,26998.0
170354,"Silver City, NM","Silver City, NM",2021-03-17,Wednesday,0.0,0.0,5.0,18.519890362249054,NM,32.732087,-108.3815043,26998.0
170361,"Silver City, NM","Silver City, NM",2021-03-24,Wednesday,0.0,0.0,6.0,22.22386843469887,NM,32.732087,-108.3815043,26998.0
170368,"Silver City, NM","Silver City, NM",2021-03-31,Wednesday,0.0,0.0,3.0,11.111934217349434,NM,32.732087,-108.3815043,26998.0
170375,"Silver City, NM","Silver City, NM",2021-04-07,Wednesday,0.0,0.0,1.0,3.7039780724498113,NM,32.732087,-108.3815043,26998.0
170382,"Silver City, NM","Silver City, NM",2021-04-14,Wednesday,0.0,0.0,2.0,7.4079561448996225,NM,32.732087,-108.3815043,26998.0
170389,"Silver City, NM","Silver City, NM",2021-04-21,Wednesday,0.0,0.0,0.0,0.0,NM,32.732087,-108.3815043,26998.0
170396,"Silver City, NM","Silver City, NM",2021-04-28,Wednesday,0.0,0.0,0.0,0.0,NM,32.732087,-108.3815043,26998.0
170403,"Silver City, NM","Silver City, NM",2021-05-05,Wednesday,0.0,0.0,0.0,0.0,NM,32.732087,-108.3815043,26998.0
170410,"Silver City, NM","Silver City, NM",2021-05-12,Wednesday,0.0,0.0,0.0,0.0,NM,32.732087,-108.3815043,26998.0
170417,"Silver City, NM","Silver City, NM",2021-05-19,Wednesday,0.0,0.0,0.0,0.0,NM,32.732087,-108.3815043,26998.0
170424,"Silver City, NM","Silver City, NM",2021-05-26,Wednesday,0.0,0.0,0.0,0.0,NM,32.732087,-108.3815043,26998.0
170431,"Silver City, NM","Silver City, NM",2021-06-02,Wednesday,0.0,0.0,3.0,11.111934217349434,NM,32.732087,-108.3815043,26998.0
170438,"Silver City, NM","Silver City, NM",2021-06-09,Wednesday,18.0,66.6716053040966,0.0,0.0,NM,32.732087,-108.3815043,26998.0
170445,"Silver City, NM","Silver City, NM",2021-06-16,Wednesday,0.0,0.0,0.0,0.0,NM,32.732087,-108.3815043,26998.0
170452,"Silver City, NM","Silver City, NM",2021-06-23,Wednesday,0.0,0.0,0.0,0.0,NM,32.732087,-108.3815043,26998.0
170459,"Silver City, NM","Silver City, NM",2021-06-30,Wednesday,0.0,0.0,0.0,0.0,NM,32.732087,-108.3815043,26998.0
170466,"Silver City, NM","Silver City, NM",2021-07-07,Wednesday,0.0,0.0,3.0,11.111934217349434,NM,32.732087,-108.3815043,26998.0
170473,"Silver City, NM","Silver City, NM",2021-07-14,Wednesday,0.0,0.0,3.0,11.111934217349434,NM,32.732087,-108.3815043,26998.0
170480,"Silver City, NM","Silver City, NM",2021-07-21,Wednesday,0.0,0.0,0.0,0.0,NM,32.732087,-108.3815043,26998.0
170487,"Silver City, NM","Silver City, NM",2021-07-28,Wednesday,0.0,0.0,1.0,3.7039780724498113,NM,32.732087,-108.3815043,26998.0
170494,"Silver City, NM","Silver City, NM",2021-08-04,Wednesday,19.0,70.37558337654642,1.0,3.7039780724498113,NM,32.732087,-108.3815043,26998.0
170499,"Sioux City, IA-NE-SD","Sioux City, IA",2021-01-06,Wednesday,0.0,0.0,44.0,30.407530010158883,IA,42.5129417,-96.4389491,144701.0
170506,"Sioux City, IA-NE-SD","Sioux City, IA",2021-01-13,Wednesday,0.0,0.0,36.0,24.878888190129995,IA,42.5129417,-96.4389491,144701.0
170513,"Sioux City, IA-NE-SD","Sioux City, IA",2021-01-20,Wednesday,0.0,0.0,32.0,22.11456728011555,IA,42.5129417,-96.4389491,144701.0
170520,"Sioux City, IA-NE-SD","Sioux City, IA",2021-01-27,Wednesday,0.0,0.0,20.0,13.82160455007222,IA,42.5129417,-96.4389491,144701.0
170527,"Sioux City, IA-NE-SD","Sioux City, IA",2021-02-03,Wednesday,0.0,0.0,25.0,17.27700568759027,IA,42.5129417,-96.4389491,144701.0
170534,"Sioux City, IA-NE-SD","Sioux City, IA",2021-02-10,Wednesday,0.0,0.0,6.0,4.146481365021666,IA,42.5129417,-96.4389491,144701.0
170541,"Sioux City, IA-NE-SD","Sioux City, IA",2021-02-17,Wednesday,0.0,0.0,17.0,11.748363867561386,IA,42.5129417,-96.4389491,144701.0
170548,"Sioux City, IA-NE-SD","Sioux City, IA",2021-02-24,Wednesday,0.0,0.0,19.0,13.130524322568608,IA,42.5129417,-96.4389491,144701.0
170555,"Sioux City, IA-NE-SD","Sioux City, IA",2021-03-03,Wednesday,0.0,0.0,12.0,8.292962730043332,IA,42.5129417,-96.4389491,144701.0
170562,"Sioux City, IA-NE-SD","Sioux City, IA",2021-03-10,Wednesday,0.0,0.0,16.0,11.057283640057776,IA,42.5129417,-96.4389491,144701.0
170569,"Sioux City, IA-NE-SD","Sioux City, IA",2021-03-17,Wednesday,0.0,0.0,24.0,16.585925460086663,IA,42.5129417,-96.4389491,144701.0
170576,"Sioux City, IA-NE-SD","Sioux City, IA",2021-03-24,Wednesday,0.0,0.0,26.0,17.968085915093884,IA,42.5129417,-96.4389491,144701.0
170583,"Sioux City, IA-NE-SD","Sioux City, IA",2021-03-31,Wednesday,0.0,0.0,25.0,17.27700568759027,IA,42.5129417,-96.4389491,144701.0
170590,"Sioux City, IA-NE-SD","Sioux City, IA",2021-04-07,Wednesday,0.0,0.0,15.0,10.366203412554164,IA,42.5129417,-96.4389491,144701.0
170597,"Sioux City, IA-NE-SD","Sioux City, IA",2021-04-14,Wednesday,0.0,0.0,15.0,10.366203412554164,IA,42.5129417,-96.4389491,144701.0
170604,"Sioux City, IA-NE-SD","Sioux City, IA",2021-04-21,Wednesday,0.0,0.0,20.0,13.82160455007222,IA,42.5129417,-96.4389491,144701.0
170611,"Sioux City, IA-NE-SD","Sioux City, IA",2021-04-28,Wednesday,0.0,0.0,18.0,12.439444095064998,IA,42.5129417,-96.4389491,144701.0
170618,"Sioux City, IA-NE-SD","Sioux City, IA",2021-05-05,Wednesday,0.0,0.0,9.0,6.219722047532499,IA,42.5129417,-96.4389491,144701.0
170625,"Sioux City, IA-NE-SD","Sioux City, IA",2021-05-12,Wednesday,0.0,0.0,7.0,4.837561592525277,IA,42.5129417,-96.4389491,144701.0
170632,"Sioux City, IA-NE-SD","Sioux City, IA",2021-05-19,Wednesday,0.0,0.0,5.0,3.455401137518055,IA,42.5129417,-96.4389491,144701.0
170639,"Sioux City, IA-NE-SD","Sioux City, IA",2021-05-26,Wednesday,0.0,0.0,7.0,4.837561592525277,IA,42.5129417,-96.4389491,144701.0
170646,"Sioux City, IA-NE-SD","Sioux City, IA",2021-06-02,Wednesday,0.0,0.0,9.0,6.219722047532499,IA,42.5129417,-96.4389491,144701.0
170653,"Sioux City, IA-NE-SD","Sioux City, IA",2021-06-09,Wednesday,12.0,8.292962730043332,3.0,2.073240682510833,IA,42.5129417,-96.4389491,144701.0
170660,"Sioux City, IA-NE-SD","Sioux City, IA",2021-06-16,Wednesday,17.0,11.748363867561386,5.0,3.455401137518055,IA,42.5129417,-96.4389491,144701.0
170667,"Sioux City, IA-NE-SD","Sioux City, IA",2021-06-23,Wednesday,0.0,0.0,4.0,2.764320910014444,IA,42.5129417,-96.4389491,144701.0
170674,"Sioux City, IA-NE-SD","Sioux City, IA",2021-06-30,Wednesday,0.0,0.0,5.0,3.455401137518055,IA,42.5129417,-96.4389491,144701.0
170681,"Sioux City, IA-NE-SD","Sioux City, IA",2021-07-07,Wednesday,14.0,9.675123185050554,5.0,3.455401137518055,IA,42.5129417,-96.4389491,144701.0
170688,"Sioux City, IA-NE-SD","Sioux City, IA",2021-07-14,Wednesday,0.0,0.0,8.0,5.528641820028888,IA,42.5129417,-96.4389491,144701.0
170695,"Sioux City, IA-NE-SD","Sioux City, IA",2021-07-21,Wednesday,21.0,14.51268477757583,10.0,6.91080227503611,IA,42.5129417,-96.4389491,144701.0
170702,"Sioux City, IA-NE-SD","Sioux City, IA",2021-07-28,Wednesday,52.0,35.93617183018777,10.0,6.91080227503611,IA,42.5129417,-96.4389491,144701.0
170709,"Sioux City, IA-NE-SD","Sioux City, IA",2021-08-04,Wednesday,70.0,48.37561592525277,16.0,11.057283640057776,IA,42.5129417,-96.4389491,144701.0
170714,"Sioux Falls, SD","Sioux Falls, SD",2021-01-06,Wednesday,0.0,0.0,51.0,19.013391392525875,SD,43.4954205,-96.9953387,268232.0
170721,"Sioux Falls, SD","Sioux Falls, SD",2021-01-13,Wednesday,0.0,0.0,47.0,17.522145008798354,SD,43.4954205,-96.9953387,268232.0
170728,"Sioux Falls, SD","Sioux Falls, SD",2021-01-20,Wednesday,0.0,0.0,37.0,13.794029049479557,SD,43.4954205,-96.9953387,268232.0
170735,"Sioux Falls, SD","Sioux Falls, SD",2021-01-27,Wednesday,0.0,0.0,27.0,10.065913090160757,SD,43.4954205,-96.9953387,268232.0
170742,"Sioux Falls, SD","Sioux Falls, SD",2021-02-03,Wednesday,0.0,0.0,26.0,9.693101494228877,SD,43.4954205,-96.9953387,268232.0
170749,"Sioux Falls, SD","Sioux Falls, SD",2021-02-10,Wednesday,0.0,0.0,17.0,6.337797130841958,SD,43.4954205,-96.9953387,268232.0
170756,"Sioux Falls, SD","Sioux Falls, SD",2021-02-17,Wednesday,0.0,0.0,22.0,8.201855110501358,SD,43.4954205,-96.9953387,268232.0
170763,"Sioux Falls, SD","Sioux Falls, SD",2021-02-24,Wednesday,0.0,0.0,25.0,9.320289898296997,SD,43.4954205,-96.9953387,268232.0
170770,"Sioux Falls, SD","Sioux Falls, SD",2021-03-03,Wednesday,0.0,0.0,30.0,11.184347877956396,SD,43.4954205,-96.9953387,268232.0
170777,"Sioux Falls, SD","Sioux Falls, SD",2021-03-10,Wednesday,0.0,0.0,16.0,5.964985534910078,SD,43.4954205,-96.9953387,268232.0
170784,"Sioux Falls, SD","Sioux Falls, SD",2021-03-17,Wednesday,0.0,0.0,22.0,8.201855110501358,SD,43.4954205,-96.9953387,268232.0
170791,"Sioux Falls, SD","Sioux Falls, SD",2021-03-24,Wednesday,0.0,0.0,28.0,10.438724686092637,SD,43.4954205,-96.9953387,268232.0
170798,"Sioux Falls, SD","Sioux Falls, SD",2021-03-31,Wednesday,0.0,0.0,23.0,8.574666706433238,SD,43.4954205,-96.9953387,268232.0
170805,"Sioux Falls, SD","Sioux Falls, SD",2021-04-07,Wednesday,0.0,0.0,25.0,9.320289898296997,SD,43.4954205,-96.9953387,268232.0
170812,"Sioux Falls, SD","Sioux Falls, SD",2021-04-14,Wednesday,0.0,0.0,36.0,13.421217453547676,SD,43.4954205,-96.9953387,268232.0
170819,"Sioux Falls, SD","Sioux Falls, SD",2021-04-21,Wednesday,0.0,0.0,32.0,11.929971069820157,SD,43.4954205,-96.9953387,268232.0
170826,"Sioux Falls, SD","Sioux Falls, SD",2021-04-28,Wednesday,0.0,0.0,26.0,9.693101494228877,SD,43.4954205,-96.9953387,268232.0
170833,"Sioux Falls, SD","Sioux Falls, SD",2021-05-05,Wednesday,0.0,0.0,25.0,9.320289898296997,SD,43.4954205,-96.9953387,268232.0
170840,"Sioux Falls, SD","Sioux Falls, SD",2021-05-12,Wednesday,0.0,0.0,18.0,6.710608726773838,SD,43.4954205,-96.9953387,268232.0
170847,"Sioux Falls, SD","Sioux Falls, SD",2021-05-19,Wednesday,0.0,0.0,7.0,2.6096811715231594,SD,43.4954205,-96.9953387,268232.0
170854,"Sioux Falls, SD","Sioux Falls, SD",2021-05-26,Wednesday,0.0,0.0,6.0,2.2368695755912795,SD,43.4954205,-96.9953387,268232.0
170861,"Sioux Falls, SD","Sioux Falls, SD",2021-06-02,Wednesday,0.0,0.0,6.0,2.2368695755912795,SD,43.4954205,-96.9953387,268232.0
170868,"Sioux Falls, SD","Sioux Falls, SD",2021-06-09,Wednesday,23.0,8.574666706433238,7.0,2.6096811715231594,SD,43.4954205,-96.9953387,268232.0
170875,"Sioux Falls, SD","Sioux Falls, SD",2021-06-16,Wednesday,29.0,10.811536282024516,5.0,1.8640579796593995,SD,43.4954205,-96.9953387,268232.0
170882,"Sioux Falls, SD","Sioux Falls, SD",2021-06-23,Wednesday,0.0,0.0,4.0,1.4912463837275196,SD,43.4954205,-96.9953387,268232.0
170889,"Sioux Falls, SD","Sioux Falls, SD",2021-06-30,Wednesday,16.0,5.964985534910078,3.0,1.1184347877956398,SD,43.4954205,-96.9953387,268232.0
170896,"Sioux Falls, SD","Sioux Falls, SD",2021-07-07,Wednesday,0.0,0.0,1.0,0.3728115959318799,SD,43.4954205,-96.9953387,268232.0
170903,"Sioux Falls, SD","Sioux Falls, SD",2021-07-14,Wednesday,0.0,0.0,4.0,1.4912463837275196,SD,43.4954205,-96.9953387,268232.0
170910,"Sioux Falls, SD","Sioux Falls, SD",2021-07-21,Wednesday,26.0,9.693101494228877,6.0,2.2368695755912795,SD,43.4954205,-96.9953387,268232.0
170917,"Sioux Falls, SD","Sioux Falls, SD",2021-07-28,Wednesday,65.0,24.232753735572192,9.0,3.355304363386919,SD,43.4954205,-96.9953387,268232.0
170924,"Sioux Falls, SD","Sioux Falls, SD",2021-08-04,Wednesday,95.0,35.41710161352859,9.0,3.355304363386919,SD,43.4954205,-96.9953387,268232.0
170929,"Snyder, TX","Snyder, TX",2021-01-06,Wednesday,0.0,0.0,10.0,59.869484523738244,TX,32.7443531,-100.9133465,16703.0
170936,"Snyder, TX","Snyder, TX",2021-01-13,Wednesday,0.0,0.0,10.0,59.869484523738244,TX,32.7443531,-100.9133465,16703.0
170943,"Snyder, TX","Snyder, TX",2021-01-20,Wednesday,0.0,0.0,8.0,47.8955876189906,TX,32.7443531,-100.9133465,16703.0
170950,"Snyder, TX","Snyder, TX",2021-01-27,Wednesday,0.0,0.0,3.0,17.960845357121475,TX,32.7443531,-100.9133465,16703.0
170957,"Snyder, TX","Snyder, TX",2021-02-03,Wednesday,0.0,0.0,3.0,17.960845357121475,TX,32.7443531,-100.9133465,16703.0
170964,"Snyder, TX","Snyder, TX",2021-02-10,Wednesday,0.0,0.0,4.0,23.9477938094953,TX,32.7443531,-100.9133465,16703.0
170971,"Snyder, TX","Snyder, TX",2021-02-17,Wednesday,0.0,0.0,7.0,41.90863916661677,TX,32.7443531,-100.9133465,16703.0
170978,"Snyder, TX","Snyder, TX",2021-02-24,Wednesday,0.0,0.0,3.0,17.960845357121475,TX,32.7443531,-100.9133465,16703.0
170985,"Snyder, TX","Snyder, TX",2021-03-03,Wednesday,0.0,0.0,0.0,0.0,TX,32.7443531,-100.9133465,16703.0
170992,"Snyder, TX","Snyder, TX",2021-03-10,Wednesday,0.0,0.0,2.0,11.97389690474765,TX,32.7443531,-100.9133465,16703.0
170999,"Snyder, TX","Snyder, TX",2021-03-17,Wednesday,0.0,0.0,1.0,5.986948452373825,TX,32.7443531,-100.9133465,16703.0
171006,"Snyder, TX","Snyder, TX",2021-03-24,Wednesday,0.0,0.0,0.0,0.0,TX,32.7443531,-100.9133465,16703.0
171013,"Snyder, TX","Snyder, TX",2021-03-31,Wednesday,0.0,0.0,1.0,5.986948452373825,TX,32.7443531,-100.9133465,16703.0
171020,"Snyder, TX","Snyder, TX",2021-04-07,Wednesday,0.0,0.0,1.0,5.986948452373825,TX,32.7443531,-100.9133465,16703.0
171027,"Snyder, TX","Snyder, TX",2021-04-14,Wednesday,0.0,0.0,1.0,5.986948452373825,TX,32.7443531,-100.9133465,16703.0
171034,"Snyder, TX","Snyder, TX",2021-04-21,Wednesday,0.0,0.0,3.0,17.960845357121475,TX,32.7443531,-100.9133465,16703.0
171041,"Snyder, TX","Snyder, TX",2021-04-28,Wednesday,0.0,0.0,1.0,5.986948452373825,TX,32.7443531,-100.9133465,16703.0
171048,"Snyder, TX","Snyder, TX",2021-05-05,Wednesday,0.0,0.0,2.0,11.97389690474765,TX,32.7443531,-100.9133465,16703.0
171055,"Snyder, TX","Snyder, TX",2021-05-12,Wednesday,0.0,0.0,0.0,0.0,TX,32.7443531,-100.9133465,16703.0
171062,"Snyder, TX","Snyder, TX",2021-05-19,Wednesday,0.0,0.0,0.0,0.0,TX,32.7443531,-100.9133465,16703.0
